,review_author,review_header,review_helpful,review_posted_date,review_rating,review_text,review_length
174,Dana,Three Stars,1,2017-09-22,3.0,The handle isn't really big enough to lift luggage.,51
175,Delta II,Nice product. Holds the weight on the screen so ...,0,2017-09-21,5.0,Nice product.  Holds the weight on the screen so you can read it after disconnecting from the object being weighed.  You can weigh your bicycle with it.  Just get a loop of cord to hook around the frame.,203
176,Niborobin,Don't fly without this!,0,2017-09-19,5.0,"Excellant product, works right on the money..exact, and i mean exact weight!",76
177,kels761,"I'm glad, I did purchase it",0,2017-09-19,5.0,"I was hesitant to purchase based on some of the reviews. I'm glad, I did purchase it. It weighs great and I got accurate weights.",129
178,RMA,Piece of cake to use and it is really close ...,0,2017-09-14,5.0,Piece of cake to use and it is really close to the scale that the airlines use. It is only .2-.6 lbs. off. I'll never get charged for an overweight bag again.,158
179,Sabroso26,Five Stars,0,2017-09-14,5.0,Thank you! Got this because I was tired of weighing myself with and without my bags :).,87
180,IowaGirl,Why didn't I have one of these before?,0,2017-09-13,5.0,"Didn't expect much when I bought this but it's made my airport check-in process worry free and I can't believe I didn't own one earlier.  First of all, it seems pretty accurate within +/- 1 lb. of the airport scale and my normal bathroom scale.  Have used this to weigh some large 50-lb. luggage items and moving boxes over the last couple months and it's held up to repeated use/frequent travel.  Secondly, this thing is super light, so you can throw it in your luggage after weighing everything and not worry about it putting you over your allowance.",552
181,Java_Woman,Weighs nearly nothing on its own.,0,2017-09-11,5.0,"We were going to be cruising, and there was a limit of 50 pounds per suitcase.  I needed a way to weigh the suitcases before we left, but also the night before we debarked (so that there would not be an extra charge for being over the 50lb weight limit.)  This little gem allowed us to move a few things from one suitcase to another to make sure all stayed under the limit.  Certainly worth the cost to save on future over the limit charges.  Weighs nearly nothing on its own.",476
182,Wendall Frankfort,Five Stars,0,2017-09-09,5.0,Very convenient and easy to use! Thanks so much amazon,54
183,Heather,Love it!,0,2017-09-09,5.0,This scale is great.  We don't travel without it.  It's spot on compared to the scales at the airport and it helps us avoid the suitcase shuffle when we get there.,163
184,Rachel,Five Stars,0,2017-09-07,5.0,excellent,9
185,mikeie,Really amazon,1,2017-09-04,1.0,Worked like one time. Realized it was on kg. Switched it to pounds and it won't go past 15 pounds. Smh. Come on amazon. If you want to take over the world. At least make quality products. Seeing as how I only have one day before I leave. This was a horrible purchase.,267
186,Tn_momma,"Okay to use, but a little off.",1,2017-09-02,3.0,"Have two, both a little off but easier to use than some. One is 4 pounds off.",77
187,Choolwe Nalubamba,Four Stars,0,2017-08-31,4.0,Works well,10
188,Martinjm,"Works like a charm, very accurate, and a must have for a frequent traveler of different airlines",0,2017-08-30,5.0,Works great.  I purchased this for a recent flight to Europe that included several different flights that had some strict carry on and check baggage limits.  I was able to throw this in a bag and weigh my bag each time I went to the airport.  It worked like a charm and most importantly it was accurate.  I would buy this again without hesitation.,347
189,Soufpaw ,Five Stars,0,2017-08-30,5.0,Works perfectly,15
190,Alemont4,Five Stars,0,2017-08-28,5.0,"Excellent tool, very precise in the scale numbers!!! 100% recommend!!!",70
191,christinaAMN,Good buy.,0,2017-08-27,5.0,Works perfectly.,16
192,Amazon Customer,Very accurate!!,0,2017-08-27,5.0,"Very accurate and easy to use. Just wrap around bag and lift. This measured 39.6, scale at airport measured 39.8.",113
193,JT,Five Stars,0,2017-08-23,5.0,Lightweight and very accurate!,30
194,Ms. Niki,I hate paying for overweight bags so this is a life/money ...,0,2017-08-23,5.0,I travel a lot and am always a culprit of overpacking. I hate paying for overweight bags so this is a life/money saver. I keep it in my suitcase so it can travel with me. I'm always sure of being underweight even after I've done some souvenir shopping etc. It's pretty accurate as well,285
195,Snaggle,Works well,0,2017-08-21,4.0,"It works as it should. I used it on a trip recently and it accurately measured the weight of my suitcase - which was confirmed when I checked in at the airport.
It's hard to use to lift a full large suitcase bordering on 45-50 lbs. You can do it, but it's tough. For me, I placed each hand, palm up, under each side of the scale and lifted like that.",350
196,sam,Five Stars,0,2017-08-19,5.0,accurate,8
197,John,Five Stars,0,2017-08-18,5.0,Light weight and works great.,29
198,observer,defective unit,1,2017-08-16,2.0,"Shuts off if I try to weigh anything more than 7 lbs, making it useless as a luggage scale",90
199,Cyber Ninja,Updated- works great now that we know to use it. !!,0,2017-08-15,4.0,"Updated - Seems like I was not using it properly. Need to wrap this thing around the suitcase handle. Works great now !!!
We got this as it was an AmazonBasics product only to realize that ithe hook to attach to the suitcase you are lifting is very thin.
This does not fit into any of the handles of regular suitcases making it not practical. Wish they had a bigger hook or some other way so we can attach it to suitcases with large handles.",441
200,Amazon_Reviewer_007,Must needed item for your travels,0,2017-08-14,5.0,"Once I received this I tested it out with packed suitcases, backpacks, basically anything I could find within reach. This scale is very accurate and does what it says it will do. I really enjoy how it is able to switch from pounds to kilograms, which is useful for foreign country airports. It is definitely worth the price.",324
201,carlos s. garrido,Five Stars,0,2017-08-14,5.0,I am satisfied with the scale,29
202,omeinv,Change your life for the better.  Order an AmazonBasics Digital Luggage Scale!,0,2017-08-12,5.0,"My life was meaningless until I went to the porch and retrieved the package containing my AmazonBasics Digital Luggage Scale.  I knew something great was going to happen even before I picked the package up.  I looked out at the lawn and two unicorns were grazing there.  I took the package in the house and opened it, trembling with anticipation.  There it was!  Just as I had imagined it from the pictures on the Amazon website; but so much more magical.  Now I - until that moment a regular person - had the POWER to determine the weight of luggage, down to the very fraction of an ounce.  While others are still making multiple trips to the airport to use the luggage scales there to check their item's weight before a trip; I could know immediately and at no added expense.",777
203,Jezzieone,Useful in this day and age when the airlines are ...,0,2017-08-11,4.0,Useful in this day and age when the airlines are charging for everything. Perfect to make sure you don't exceed the allowable weight.,133
204,Benzhan,Works great!,0,2017-08-10,5.0,"Works great and sturdy, I bought one for me and one for my mom.",63
205,Jey,Basic Digital Luggage Scale,2,2017-08-10,3.0,"It is a basic digital scale and it does the job, my only complaint is that you have to hold it for a while to give you an exact reading and bags are heavy to hold, therefore, I would have prefer one with an instant reading.",223
206,Dave K.,Not so good for an Amazon Basics product most are great but not this one...,2,2017-08-10,1.0,Unit is cheaply constructed.  There is a loose connection somewhere between the battery and unit and is unreliable.  It was very accurate while it worked.  Took this thing apart and tried to troubleshoot but the innards are pretty cheap.  Would not recommend.,259
207,SHARMILA,Five Stars,0,2017-08-08,5.0,Easy to carry and very accurate readings. Displays lb/kg readings. It have button cell so its weightless.,105
208,Andrea,Five Stars,0,2017-08-07,5.0,Nice,4
209,Marie Kaufman,Easy to use,1,2017-08-07,4.0,"Easy to use but you have to be able to lift and hold the bag. If you're like me (60 year old, not up on my curls!) and have a bag close to the 50 pound limit, it seems like a long time 😏",186
210,Carolyn,Five Stars,0,2017-08-05,5.0,Perfect,7
211,WoShiKJ,Good product for travelling.,0,2017-08-04,5.0,Handy for travellers. Simple to use and easy to keep.,53
212,N C,Five Stars,0,2017-08-04,5.0,Works great!  Very accurate,27
213,Amazon Customer,Five Stars,0,2017-07-30,5.0,Great product,13
214,Emoji,Five Stars,0,2017-07-29,5.0,It was 100% accurate on our last trip!!,39
215,Amazon Customer,Five Stars,0,2017-07-28,5.0,Works perfectly and saves me a lot of grief at airports,55
216,einstein1990,MUST BUY for over packers!,0,2017-07-24,5.0,"This is a MUST BUY for anyone who is an overpacker (guilty as charged) or is planning to buy things and take them home in their suitcase. I'm always teetering around 48lbs and being able to check the weight of my bag before I check it is a lifesaver! It's quite accurate, too - ALWAYS within 1 pound, often much more accurate and precise than that, though. The one con is that it may be hard for you to weigh your bag/luggage if you are not able to pick up the bag yourself and hold it for ~30 seconds while the scale finalizes. Just something to know, but still, a must buy! Not sure why I did not buy this sooner!",615
217,Amazon Customer,Five Stars,0,2017-07-23,5.0,great product for travelling,28
218,thprtndr,Five Stars,0,2017-07-23,5.0,Precision as needed.,20
219,Jill Clardy,Never Leave Home Without It !,4,2017-07-23,5.0,"This very basic, simple-to-use scale is a travel essential. After that embarrassing incident when returning home from a cruise, during which I had to open my bag at the check-in counter and fish around to remove a few things to get it within the weight limit, I knew I had to have one of these!
I had another scale for years, but it seems to have disappeared during one of my trips - probably left behind or loaned to someone else. You can easily change from lbs. to kgs and can also zero out this scale. The short strap and hook loops around the luggage handle so that you can hoist it off the ground to get an accurate reading. A small button battery is included. I don't know what the weight limit is, but it's probably heavier than I can lift, and certainly heavier than the 50 lbs. (23 kg) weight limit enforced by most airlines.",834
220,ARC.WSI,Five Stars: Small and Easy to Use,0,2017-07-22,5.0,"Easy to Use, LCD is big enough to read. No need for a manual to operate.",72
221,Colleen,Great little size,0,2017-07-21,4.0,"Great little size, and pretty accurate! The weight I got using this on my luggage was just a pound or so off from the weight the airport scale got. If you use this, just add two or three pounds to the weight it gives you, just to be safe, and you'll be in good shape.",267
222,Sandia Tuttle,but good. It weighs accurately,1,2017-07-21,3.0,"Basic, but good.  It weighs accurately.",39
223,HarloweThrombey,Accurate but frustrating,2,2017-07-20,3.0,"It's accurate, but it's hard to use.  You have to hold it perfectly level when using it, otherwise it won't work and the screen goes blank.  Once you get the hang of it works ok, but frustrating at first.",204
224,Michael P. Tierney,Simple idea,0,2017-07-19,5.0,Great little scale. Works easily and accurately. Much better than trying to redistribute your things at the check-in counter.,125
225,Stacy McAlister,Three Stars,1,2017-07-18,3.0,"It work well for the first few trips, but not so much now.",58
226,Devon Kuhrau,Incredibly accurate. Didn't quit after weighing 4 bags over ...,0,2017-07-18,5.0,Incredibly accurate. Didn't quit after weighing 4 bags over and over again in a night trying to get them all at an even 50lbs.,126
227,sylvo,Great luggage scale,0,2017-07-17,4.0,Ordered this and had it delivered while I was on vacation. This scale did the trick and helped cut down on packing for the trip home. Certainly helped save us from having overweight luggage fees!,195
228,Huong Huynh,"Easy, efficient, would recommend.",0,2017-07-17,5.0,Easy to use. I wish I had this the last 20 years! Very glad I got it. Would recommend.,86
229,Good One,Great product. Very inexpensive but quite helpful when traveling,0,2017-07-16,5.0,Great product.  Very inexpensive but quite helpful when traveling.,66
230,Josh Pearman,Five Stars,0,2017-07-16,5.0,Nifty little tool.,18
231,WILLIAM HUDSON,Worth every penny,0,2017-07-16,5.0,Easy to hold and give an accurate weight reading,48
232,Manuel J Esquivel,Five Stars,0,2017-07-15,5.0,Pretty accurate. We'll calibrated.,34
233,Raheel22,Four Stars,0,2017-07-14,4.0,Good,4
234,Eligio R.,Five Stars,0,2017-07-14,5.0,Great instrument for the price.,31
235,S-H-1,Accurate for airport traveling,0,2017-07-11,5.0,Worked perfectly for us and was very accurate.  We had luggage that had to be under 50 lbs. and packed it up to 49lbs.  we were under 50 lbs at the airport scale.  Perfect for traveling and highly recommended.,209
236,Christian Torres,Five Stars,0,2017-07-10,5.0,Excelent product!!!!,20
237,Amazon Customer,Five Stars,0,2017-07-10,5.0,Great,5
238,Uz,Four Stars,0,2017-07-08,4.0,I wish it had a beep when weight is finalized,45
239,bryan,Four Stars,0,2017-07-07,4.0,Love this little sucker for my standard travel kit.,51
240,sushicatlover,Those nasty airlines,0,2017-07-07,5.0,"Airlines these days are really tough.  Your luggage has to be the right size including handles and wheels.  It must also be the right weight or you are hit with big fees.  This little scale is perfect.  No more getting on the scale naked and then reweighing with suitcase in hand while you, or in this case hubby, looks ridiculous.  Now I can relax knowing I am well under the weight limits and it is portable too, easily fitting in your purse or carryon.",455
241,harry Vartanyan,Five Stars,0,2017-07-05,5.0,Great scale. Easy to use and pack with your bags.,49
242,jasem,love it,0,2017-07-02,5.0,awesome,7
243,Rob,Good scale!,1,2017-07-01,5.0,Used this for my carry-on because of the weight restriction. Very easy to use. Simply turn on and switch to which ever unit of measurement you want. Lift bag with strap around handle and wait for the scale to stop measuring(blinks). Reset by pressing he power button.,267
244,Michelle S,Weigh your bags before you fly.,0,2017-06-30,5.0,When traveling Airlines will charge you for overweight bags.  The cost of 1 overweight bag charge would more than pay for this.  Do yourself a favor and weigh them before you go to the airport.,193
245,Amazon Customer,Five Stars,0,2017-06-27,5.0,Accurate scale at a great price.,32
246,Reviewer,Three Stars,1,2017-06-23,3.0,its ok,6
247,James P. Geis,Good for propane tanks,0,2017-06-20,5.0,Does what it says.  I use it to weigh my propane tank.  By far the best solution I have found to determine how full you tank is.,128
248,Devan,Great purchase. Works almost perfectly,0,2017-06-15,5.0,After reading some bad reviews about battery life I was a little scared. Especially because this takes button batteries which I don't keep a stock of. I weighed my bags about 4 times before leaving for vacation (to make sure I was below the 50 lbs. limit at the airport) I did the same thing when returning from vacation and the batteries are still good. I was surprised at how accurate the weight was. I believe only decimal points off. Easy to bring with you. The weight will stay on the screen while you set the bag down which is nice if you can't look down while picking up the bag. I highly recommend this Scale.,617
249,Antonietta W,And easy enough to take with you for the return trip,0,2017-06-13,5.0,Works well and is dead on (within a few oz.) in line with the scales at the airport.  And easy enough to take with you for the return trip. In my opinion it is a must if you check large bags,190
250,Amazon Customer,Everyone love it.,0,2017-06-13,5.0,I can't seem to keep them. This is my 4th one. Everyone love it.,64
251,Dimitri Di Fulvio,Perfect,0,2017-06-07,5.0,"It works just fine, small and light and does its job",52
252,Phillip H. Darling,Works as expected. Appears to be accurate.,0,2017-06-05,5.0,Works as expected.  Appears to be accurate.,43
253,Cristian Cordero,Great,0,2017-06-03,5.0,Easy to use,11
254,Dianna L. Smith,Great buy. I will even take this with me ...,0,2017-05-30,5.0,Great buy.  I will even take this with me on my trip so I know my luggage is not overweight.,92
255,sandra davis,Five Stars,0,2017-05-28,5.0,Happy with our scale! It does the job!! :),42
256,John Realtor,Five Stars,0,2017-05-23,5.0,"great product, to help you doing your luggage",45
257,Vinicius,Five Stars,0,2017-05-22,5.0,Good Quality,12
258,Andre Glezerman,Five Stars,0,2017-05-19,5.0,easy to use and light. didn't test for accuracy tho,51
259,skg,Five Stars,0,2017-05-17,5.0,"Compared to airline weight and was very accurate (not exact, but close enough)",78
260,MT,Works like a charm,0,2017-05-16,5.0,Works like a charm. I like the on and off feature too. I don't need to worry about going over my weight limits when traveling. I usually do go over here and there. Never again!,176
261,Amazon Customer,Five Stars,0,2017-05-15,5.0,great,5
262,Amazon Customer,Five Stars,0,2017-05-13,5.0,So helpful!,11
263,Amazon Customer,Great Buy!,0,2017-05-12,5.0,"Accurate, easy to use, small and easy to transport.",51
264,Sleepless in Portland ,It turns on fine then as soon as weight bears down on the ...,1,2017-05-12,1.0,The device worked once for a 20lbs item and never worked quite right after that. The battery died after the first use so I purchased a new battery. It turns on fine then as soon as weight bears down on the hook it turns off. I would not recommend this product.,260
265,Bob,Accurate at 50 Pounds,0,2017-05-10,5.0,"I tested this scale with calibrated 25-pound weights.  25 pounds registered 24.9 pounds and 50 pounds registered 50.0 pounds.  This scale is lightweight and easy to use. Well, you have to be able to lift the weight. It also has a tare feature if you want to weigh things besides luggage, I guess.  Using this will be better than trying to use the bathroom scale, or on the return trip finding out you are a few pounds over.",423
266,Larry R,Does what its supposed to.,0,2017-05-08,5.0,"Simple, reliable, and seems pretty accurate. My bride loves to pack large quantities of magazines, so this is a handy thing to have to avoid last-minute check-in embarrassment and inconvenience. Fpr the price, why not? Construction quality seems reasonable.",257
267,ObieOneTwo,Didn't work,1,2017-05-07,1.0,"We returned this immediately. It didn't work. Kept saying ""ERR"" when we turned it on. We returned it through amazon, and bought a different brand.",146
268,darkgray,Four Stars,0,2017-05-04,4.0,Had a little hickup as the battery was loose. Setting it properly fixed the issue.,82
269,Daniel Fann,Five Stars,0,2017-05-04,5.0,Works as advertized,19
270,Hesham Ragab,Five Stars,0,2017-05-03,5.0,"Small, handy, suitable to carry on while travelling. Does the job!",66
271,aasns,Five Stars,0,2017-05-01,5.0,Works great.,12
272,Vladimir G.,Five Stars,0,2017-05-01,5.0,"Nothing to complain about, works as it should",45
273,lafernd,We love it.,0,2017-04-29,5.0,"We love it.. it easy to read, you can switch it pound and kilogram. Will buy another one since we leave it for my parents because they must travel by plane to visit the grandkids.",179
274,Patrick McLeod,A No Brainer.,0,2017-04-26,5.0,Super helpful and convenient.,29
275,B gonzalez,Nice product,0,2017-04-25,5.0,A must for traveling,20
276,Alejandro,Four Stars,0,2017-04-22,4.0,"It works very well but the power button is very exposed, so it turns on alone.",78
277,Amazon Hills,Luggage scale everyone should get,0,2017-04-19,5.0,Easy to use and built well. Will use this scale for luggage for airplane trips.,79
278,Scott Springer,Poor Quality,1,2017-04-18,1.0,Broke first time I used it.  Unfortunately trip was beyond the 30 day grace period for returns.  Metal post broke from handle.  It looks threaded but would not thread back in.  Look elsewhere if u don't want to throw $$$ away!,226
279,Erik de Almeida,"Pros: it does the job, very portable. ...",2,2017-04-17,3.0,"Pros: it does the job, very portable.
Cons: clumsy, the bag tends to spin and for that reason the scale takes a while to lock the weight... which can be a challenge. My mother and girlfriend are not able to hold the luggage long enough to get a reading.",253
280,Amazon Customer,Simple but Good,0,2017-04-17,5.0,"It does it's job and does it well, different modes for different weight systems and measure weight correctly, no useless bells and whistles and has a low profile. I like how durable it feels because it's certainly going to be subjected to abuse as I go backpacking.",265
281,Dave E. Putman,Five Stars,0,2017-04-17,5.0,"works great, fast shipping",26
282,D. Reinstein,Weigh the Luggage BEFORE You Get to the Airport!,0,2017-04-17,5.0,"This Luggage Scale is simple to use and quite accurate. When preparing for  a long trip, one of the worst experiences to have is to have the luggage weigh it at over 50 pounds - requiring total repacking of everything - right there at the ticket counter! No, it is not as bad as gettiing dragged off a place on a plane belonging to the un-friendly skies of United - but it is a lot more common and extrememely frustrating. Simple weighing avoids this possible embarrassing inconvenience and tis little scale does the job nicely.
The only catch is that to use it, the person needs to be able to lift and hold (for a second or two) the weight of the luggage being weighed.",670
283,Anandh,It drains battery quickly but do show weight properly and ...,1,2017-04-15,3.0,It drains battery quickly but do show weight properly and very convenient.,74
284,Omar Battekh,Five Stars,0,2017-04-10,5.0,Perfect,7
285,Steve,Five Stars,0,2017-04-08,5.0,works good,10
286,Sean,"For the price and the accuracy, this one is hard to beat!",0,2017-04-08,5.0,This is very accurate and convenient!  I use it every time I need to pack a heavy bag for a trip.,97
287,Jeran,Time saving luggage scales.,0,2017-04-05,4.0,Great gift which enables one to weigh luggage without hauling out the bathroom scales.,86
288,Margaret D.,Five Stars,0,2017-04-01,5.0,"I haven't used it yet, but it is what I need for my trip to Ireland.",68
289,Call_Me_L,"It is very useful, works great",0,2017-04-01,4.0,"Got this as a gift for my sister. It is very useful, works great. Only problem is it eats up the battery very quickly!",118
290,Cliente Amazon,Five Stars,0,2017-03-31,5.0,good,4
291,Kevin Jordan,Three Stars,1,2017-03-30,3.0,I didn't order this item.,25
292,Katy W,One worked fine. The other didn't work at all,0,2017-03-29,4.0,I bought two of these. One worked fine. The other didn't work at all. Overall it's good for the price and seems to give accurate readings.,138
293,Chris,Perfect.,0,2017-03-26,5.0,Works as advertised.,20
294,Gladys A. Colon,"Like it, still have difficulty holding the bag up ...",0,2017-03-23,4.0,"Like it, still have difficulty holding the bag up cause I am a senior, but is accurate, and you cannot beat the price. Buy with confidence.",139
295,Kent,"Don't buy, it's off",8,2017-03-22,1.0,This product is junk.  Used it the first time and I could tell it was off.  On a 5 lb weight it is off by half a pound.  On a 50lb piece of luggage it is off by 4-5 lbs.  If I wanted a guesstimate I would just pick up the luggage and guess if it is within the limit,265
296,Marilee B.,Two Stars,1,2017-03-20,2.0,not easy to use and not worth the money,39
297,Nicole,Perfect for travelers I stick it in my bag and ...,0,2017-03-17,5.0,Perfect for travelers I stick it in my bag and make sure I still meet the limit on my way home after buying souvenirs,117
298,rosalind247,Couldn't use it,1,2017-03-17,3.0,"Maybe it is my lack of skills or balance, but I could not keep the scale attached to the suitcase long enough to read the weight.",129
299,Pamela S,Nice scale - dead battery,1,2017-03-17,3.0,"This is a nice scale, but came with a dead battery.  Once I replaced the battery it worked great and has been very useful.",122
300,Christopher,Five Stars,0,2017-03-13,5.0,Works well.,11
301,M.B.,Five Stars,0,2017-03-11,5.0,Accurately weighed our bags.,28
302,Sudipta Banerjee,Consistent weight readings once you figure out the technique,1,2017-03-11,4.0,"Purchased this luggage scale for my parents' travel to India. We tested the luggage scale weight measure versus getting on a bathroom scale with the luggage -- luggage scale weight measurement was within 0.5 to 1.5-lb of the luggage weight measurement using the bathroom scale. Once we figured the technique of zeroing and holding the luggage scale steady under the strain of the luggage weight, we got good readings on the luggage scale -- to within 0.5-lb of the weight measured using the bathroom scale. On their trip, my parents made sure to keep packed luggage weight in the 35-38 lb range to make sure that: (1) they could safely lift and move the luggage from the carousel and (2) stay well under the allowed max luggage weight. Satisfied with this product.",764
303,Sidd,Five Stars,0,2017-03-11,5.0,Very accurate,13
304,Hello Kitty,Five Stars,0,2017-03-08,5.0,Very good product,17
305,TimTheEnchanter,"Decent, but not great",1,2017-03-06,4.0,"It's good for a rough estimate, but not super-accurate.  I took a trip with multiple bags, which were all a few pounds below the airline's threshold (according to this).  But at check-in, the airline's scale had my bags over by a pound or two.  I had to do some last-minute shuffling of items, which was not fun.",312
306,Amazon Customer,Five Stars,0,2017-03-06,5.0,just what we were looking for thanks,36
307,Amazon Customer,Five Stars,0,2017-03-05,5.0,Perfect!,8
308,vince pittman,Good value,0,2017-03-03,5.0,Great scale. accurate,21
309,Johna Gajdowski,perfect for what we needed it for,0,2017-03-02,5.0,Very accurate and durable..perfect for what we needed it for,60
310,Brad Heath,small and easy to put in bag and check the weight on ...,0,2017-03-01,5.0,"This was a lifesaver in punta cana. Works very well, small and easy to put in bag and check the weight on our return trip.",122
311,LJ3,Five Stars,0,2017-02-28,5.0,Very accurate.,14
312,Gabbie V.,Four Stars,0,2017-02-27,4.0,it works as it should.,22
313,Troy,Weighs things,0,2017-02-26,5.0,It certainly does its job! Easy to wrap the sturdy cloth around a handle of a suitcase or pelican case and seems accurate. The measurement latches when its steady for a few seconds which is awesome!,198
314,John W.,Five Stars,0,2017-02-26,5.0,Does its job for a great price!,31
315,Billy Joe,best scale I have found for baby goat kids.,0,2017-02-25,5.0,"This is a great hand scale, it with a ""Go Green"" canvas shopping bag, make a great baby goat kid scale.",103
316,Laura Fritcher,Five Stars,0,2017-02-25,5.0,A Gift....,10
317,Amazon Customer,Just what I was looking for.,0,2017-02-25,5.0,Great product. Exactly as described. Exceptional quality for the price. No regrets! Accurate enough to weigh in two bags at 49 lbs each and then the airline checking scale showed they were both just under the 50 lbs limit.,222
318,MollyD,Piece of junk,1,2017-02-25,1.0,"Bought this before a trip and measured my luggage no problem. I put it in my carry on, and two days later took it out to measure my bag and it was dead. Bought another button battery and replaced it the day before we headed home and it worked fine, but the next morning (it sat on the dresser all night) it was dead again. This inexpensive luggage scale sure is getting expensive with all the batteries I'm going through! It's cheap, but cheaply made. I'll be tossing it and getting something more reliable.",507
319,Michael Rizzo,Accurate and saves the embarrassing shuffling from 1 suitcase to another at the airport checkin counter,0,2017-02-24,5.0,Big help,8
320,Tim w,Five Stars,0,2017-02-23,5.0,as described,12
321,Kell (Tech Nerd),works great.,0,2017-02-21,5.0,SAVED MY A during my Europe Trip! works great.,46
322,Olivia Du,Its inexpensive and the design looks good. Only Complaint I have is that its not ...,1,2017-02-19,3.0,Its inexpensive and the design looks good. Only Complaint I have is that its not very easy carrying a large luggae and waiting for it to determine the actual weight of the luggage. Good Exercise thou!,200
323,TENGUmixD,One of my have to pack with me when traveling items!,0,2017-02-19,4.0,Ive used and traveled with this. It has been pretty accurate for me to keep my luggages close to the luggage weight allowances when flying. I dropped a star onlybecause my  preference would of been that the strap wasn't a hook type but more of a clip type.,256
324,AssistMan,Helped me with my Checked-In luggages.,0,2017-02-17,5.0,Weight was almost accurate compared with that of the Airlines weighing scales.,78
325,Carolyn G,Easy to use.,0,2017-02-15,5.0,Easy to use. I will be able to make certain I stay within the weight restrictions I will encounter in my travels this summer.,125
326,Graham Shaw,It is easy to use and a convenient size,0,2017-02-13,5.0,"It is easy to use and a convenient size.  It is versatile, easier to use on soft packs like duffels, far easier to use than the bathroom scales. No more guss work when I regularly pack my bags to the limit.",206
327,MM,Not good for large heavy suitcases especially if you are an ...,1,2017-02-09,3.0,Not good for large heavy suitcases especially if you are an average woman. Could hurt your back.  Works but took a while to figure out how.,139
328,Lakhvir,Five Stars,0,2017-02-09,5.0,Excellent product,17
329,Maggie,Good,0,2017-02-09,4.0,Meets expectation of weighing luggage,37
330,Amazon Customer,Four Stars,0,2017-02-08,4.0,Very good,9
331,Gurkishan,Decent luggage scale,0,2017-02-08,4.0,"Does a good job, for a 50 pound bag weight, it errors on around +/- 1 pound.",76
332,Book_lover,happy,0,2017-02-06,5.0,great luggage scale..happy,26
333,Kathy,Really convenient.,0,2017-02-06,5.0,Great travel aid. Easy to avoid overweight luggage. Small enough to tuck away in carry on.,90
334,shaneque s.,Five Stars,0,2017-02-05,5.0,really handy and cool!,22
335,Ares,Four Stars,0,2017-02-03,4.0,Works as advertised.,20
336,betty jo houck,Five Stars,0,2017-02-03,5.0,Great way to weigh your suitcases,33
337,SK,Five Stars,0,2017-02-02,5.0,Worked great! Hopefully it will last!,37
338,i-sore,A lifesaver!,0,2017-02-02,5.0,"If your're traveling abroad, this little gem is a lifesaver especially if you're taking gifts, etc for family members halfway across the world. No more standing in line, breaking out in a cold sweat, thinking to yourself, ""is the airline agent going to make me throw something out? Are they going to reject my baggage? Are they going to charge me an extra $300 bucks because I'm 2 lbs over the limit?"" No more stares from strangers thinking ""poor sap, couldn't bother to weigh your baggage before getting to the airport, and now you're having to repack everything on the floor in front of the ticket counter at the airport!"" This also proved invaluable in that I learned my carry-on rollerboard alone weight 13 lbs - more than half the limit allowed on my international flight!
I will never fly abroad without this again!",821
339,Mehboob K.,One Star,1,2017-02-02,1.0,Not a good one.,15
340,Roger K. Weber,Worked great!,0,2017-02-02,4.0,Exactly  as described. Worked great !,37
341,Amazon Customer,What a great product! We have used it several times for ...,0,2017-02-02,5.0,What a great product!  We have used it several times for our trip to Hawaii.  This product is so much better than trying to put a large piece of luggage on a scale!,164
342,Othman,Awesome and Compact,0,2017-01-31,5.0,"Works great, is very compact, and from what I can tell is very accurate!",72
343,Zach,Great luggage scale,0,2017-01-30,5.0,Used this to measure my luggage on a flight back home after Christmas. It read 48.9 and 50.0 for my two bags. At the airport my bags were 49 and 50 respectively. I think this is very accurate and will definitely be using it in the future.,238
344,Marlene Friedenberg,Four Stars,0,2017-01-30,4.0,Great,5
345,MissRed,Great scale,0,2017-01-29,5.0,"Excellent product, accurate. Much easier than stepping on a bathroom scale with and without suitcase. Lifesaver for frequent flyers.",132
346,luckigrrl,easy to use and,0,2017-01-28,5.0,"bought these for a recent trip, and it came in handy.  light, easy to use and, from what I can tell, accurate.  we took it with us because I knew I was coming back with a ton of stuff, and it helped make sure we didn't overload anything.  definitely a good value!",263
347,Claudia,Five Stars,0,2017-01-28,5.0,handy to have when traveling.,29
348,KenandKarin,Kept us within airport guidlines,0,2017-01-27,5.0,"Good price, works well. Actually read one pound more than the scale at the airport read. That's a good thing, better than reading low and getting caught with an overweight bag.",176
349,Amazon Customer,Exceptional quality.,0,2017-01-27,5.0,"As the case with other Amazon products.
Exceptional quality.",60
350,Mayno71,It's OK when it works.,1,2017-01-26,3.0,"it's finicky. sometimes it works, sometimes it doesn't. have to turn it off/on couple of times before it works properly.",120
351,Amazon Customer,Five Stars,0,2017-01-26,5.0,Perfect for travels - pretty accurate too.,42
352,Carlos Mina Henriques,One Star,1,2017-01-26,1.0,The scale had a malfunction and did not work properly. I returned it.,69
353,Paul,Highly recommended.,0,2017-01-24,5.0,Simple thing that just works. Highly recommended.,49
354,Amazon Customer,Three Stars,0,2017-01-23,3.0,Just alright. Seems to be accurate. Not really made all that well.,66
355,Amazon Customer,Four Stars,0,2017-01-23,4.0,Does job it was intended to do it,33
356,Paul Mendoza,Five Stars,0,2017-01-23,5.0,Worked well for our luggage. Simple.,36
