,review_author,review_header,review_helpful,review_posted_date,review_rating,review_text,review_length
112,Amazon Customer,very pleased with the quality and sound out of the,0,2018-06-05,5.0,"Works really well, very pleased with the quality and sound out of the bar",73
113,felipe11,Legit sound bar,1,2018-06-05,5.0,"So I don't write many reviews, but I felt like I should for this one.At first I was hesitant with TT b/c thats how I am with brands I dont know. Then I saw TT products on Best Buy. Subsequently i found a lightning deal for a TT lamp ($10) & I have had no issues with it. I then went for this Soundbar which works great, solid deal for the price. My dog ate my remote about a month in & TT sent me a courtesy replacement.Overall i am very pleased with TT (products & service).",475
114,AP0529,Amazing Sound!,0,2018-06-05,5.0,"Not sure how I've survived without this soundbar! Not an audiophile at all, but this speaker sounds amazing, both with my television and with my music from my iPhone!",166
115,San Diego retiree,Great sound bar for the money!,1,2018-06-04,5.0,"This compact sound bar is well built, solid, and packs a great sound for its size. I was impressed with the quality of its construction and weight - a sign of high grade components. For the price, I think this unit is a great choice for most consumers. I love playing music from my iPhone as well - which makes it a versatile home speaker system. Bravo!",353
116,M. Pang,Good sound quality and volume,0,2018-06-03,4.0,Just got this soundbar - I’ve used it with Bluetooth and it’s pretty loud and sound quality is pretty good. It didn’t come with the optical cable at first but I reached out and they sent me one later.,200
117,Amazon Customer,Great sound,0,2018-06-02,5.0,I love the sound. Awesome and easy to set up,44
118,steve,Five Stars,0,2018-06-01,5.0,Thanks,6
119,Amazon Customer,One Star,0,2018-06-01,1.0,,0
120,RalphL,I am happy with,0,2018-06-01,5.0,works perfectly. I am happy with it,35
121,Robert H.,GREAT PRODUCT AND SOUND!!!!!!,7,2018-06-01,5.0,"I just received the sounder and I am very impressed! Very easy to install via bluetooth. It also comes with an audio optical cable and a RCA to mini plug in case you want to connect this way.
The sound is very good!!! I wish it had a little more bass but really not bad at all. I would highly recommend everyone who wants a very nice made and sounding sounder, for a cheap price to purchase this. If you register it online, they extended my warranty by 18 months which was awesome.",481
122,virgil johnson,Very good product. Works well,0,2018-05-31,4.0,"Very good product. Works well. Only had it a couple of days, but I am really satisfied with its performance.",108
123,Dennis V Bender,Help for Setup.,1,2018-05-30,4.0,"The unit arrived with box undamaged. After unpacking, I read the instructions once I found the small folded paper in the boxes. The instructions were given in several languages with English taking up three of the folded pages with one of them a  small diagram of the control buttons on the front of the unit. Being in my seventies, I needed a magnifying glass to make out the letters identifying the buttons. I then had to find the legend which described the letters functions. Aside from additional notes, there was nothing to explain the various cord plugs and their particular use and where they should plug into the back of the TV. It was the typical ambiguous sheet I'd seen before, and I knew I would spend many minutes deciphering the instructions. Eventually i did and felt the unit was properly plugged in. I set up the TV for Sound from other  Sources, Checked the power cord that was plugged-in. Then I turned on the unit. Nothing. Rechecked every thing . Again, nothing. So I checked Amazon for Customer Services. Yeah I could call but it had to be to a company that would charge me money for a couple of minutes conversation. B.S. What a racket. All too eager to sell products, But not to follow up with helpful explanations. Last time for this Senior Citizen to get hoodwinked into this scam or buy from Amazon again.",1331
124,Robert P. Deck,Don’t waste your your money on this cheap product,4,2018-05-30,1.0,Had to add yet another remote because the manual is the busy being multilingual it is scant and obviously a translation. Tech support refers to nonexistent parts of the very tiny print of the manual.,199
125,anthonyabby,One Star,1,2018-05-30,1.0,too quiet.,10
126,Janet Hedrick,Poor Sound Quality,2,2018-05-29,1.0,Very poor sound quality.  TV dialogue and music kept breaking up.  I believe that the soundbar speakers were defective.  Do not recommend.,138
127,Rick,Five Stars,2,2018-05-28,5.0,Bar is good for the money.,26
128,Ryan,Non-Functional,3,2018-05-28,1.0,"Does not work when you try to use it as a sound system for a TV+Game System.
Then the Bluetooth didn’t even work.
RETURNED",122
129,Greco G,"Great ""little"" speaker but sounds big!",0,2018-05-27,5.0,"Excellent Quality, sounds is surprisingly good. Good buy. Feel confident buying it, it's a good product.",104
130,lawrence jaspon,it looks great and easy to install,0,2018-05-27,3.0,"it looks great and easy to install. How ever the sound is flat no base no depth it's just louder than the cheap tv speaks . If you like sound enhanced music this is the wrong unit to buy , very average sound at best .",217
131,KazeAru,This sound bar paired wonderfully with my TV,0,2018-05-27,4.0,"This sound bar paired wonderfully with my TV, and has dramatically improved the sound quality. I was having some issues from the TV which have stopped completely with the addition of my sound bar. The remote is easy to use. An audiophile might not love this item, but I really can't detect a difference between this and higher price models. It goes louder than I need it to and sounds great. It was very easy to set up.",419
132,Lubba,"36w 2ft-long speaker with bluetooth. Sound is ok,",0,2018-05-25,4.0,"This is a good-looking, loud, two-foot long speaker with several input types, including bluetooth. That’s what i bought it for. It pushes out thirtysix watts, which is plenty indoor and for a yard party. It is not wateproof that i know of, so be carefull outdoors. The setup is easy. I plugged in the power adapter (it does not run on batteries). A red light comes on in the middle of the front of the speaker. The manual explains, very briefly, that you select bluetooth, and the light turns blue to indicate pairing mode. You will see TaoTronics on your device. Easy peasy. The sound is ok, not highly dynamic, but no glaring problems either.
Uodate: Two months later, this is my favorite bluetooth speaker! It works reliabky, and i love that 36w of power, and enough bass to satisfy.",786
133,Roberta McDonough,TV sound is controlled through sound bar remote.,0,2018-05-23,4.0,Works well. We have to remember to use the remote for the sound bar to turn up the volume though. That was confusing and at times we still forget that we can't use the regular remote.,183
134,Maximilian Rockefeller,Great small sound bar for casual use,10,2018-05-23,5.0,"What we have here is a budget friendly sound bar that would be great for use as audio soeakers for a PC, a small television, or an office.
Background: I'm an avid listener of Rap/Hip-hop, Metal, Classical, the whole spectrum of electronic music, and classic/hard rock - so my taste and audio needs stretch pretty widely from base heavy, hard driving beats to clean crisp detail clarity.
This little soundbar has enough 'umph' to listen to most music adequately so long as you don't push the volume maximum.  After receiving this I put it through the ringer of songs I know will push the envelope for audio clarity and definition, base depth, and distortion. I found about half the time much of the performance depended on the audio quality of the sound file and the other half the actual speakers.
When compared to my $500 Vizio sound bar w/separate base speakera obviously there's no comparison. So keep an open mind with your expectations.
Based on the performace and size I would aay this would work great for a office PC for listening to low to moderate volume music, or for pc games where deep base isn't a priority, as well as a small TV in a kids room or guest bedroom.
For what it cost - you'll be hard pressed to find a better value. I've used enough TaoTronics products by now that their quality meets my expectations for budget consumer electronics with a number of items lasting years at this point.
When this bar, used as intended within its limits, is a good value.",1479
135,David Petters,Great value.,1,2018-05-23,5.0,"Simple set up, compact, big improvement over tinny 32"" Samsung speakers, which was my goal. Great value.",104
136,Mackenzie Hiller,very disappointed,2,2018-05-23,2.0,"I am not very tech savvy, but after the fact I discovered that not all media will connect with this speaker, so not every movie we watch comes out with this great speaker/movie theater sound. This will not work on any netflix or amazon movies/programs and only worked for a few dvd/blu-rays. But when we watch the news (regular cable TV) it sounds amazing.",356
137,Cynthia L. Ferrin,Works perfectly and easy to install!,0,2018-05-23,5.0,Easy to install. My husband mounted it on the wall. We could hear Fear the Walking Dead perfectly!,98
138,Tyler Graff,Better than a multi-speaker system,1,2018-05-22,5.0,"We have a rather large living room, our previous 8 speaker surround sound system shot craps. This sound bar was easy to install and sounds amazing. We could hardly hear the tv speakers alone, we got spoiled with the previous system I guess. We highly recommend this sound bar, and so much easier than running multiple speakers around the room.",343
139,Amazon Customer,RCA cable didn't work,0,2018-05-21,4.0,"The sound is great with this soundbar.  I bought it for my RV hoping that the volume would rise above the volume of the furnace and A/C and it does.  My only complaint is that the soundbar didn't work with the supplied RCA cable and I had to run out and buy an auxiliary cable as my TV doesn't have a port for the optic cable.  I tried to contact Tao Tronics at 7 PM eastern time to troubleshoot and got a message that Tao Tronics was closed and that they were only open until 5 PM Pacific Time.  Doing the math, one might have thought they'd be open at 7 PM eastern time.",572
140,Chad,It serves as more volume.,0,2018-05-20,5.0,"It was cheap.. Don’t expect BOSE quality. It serves the purpose of more volume, just what I wanted. I hooked up using optical cord. Hook one end into exfinity box, and the other into the bar. Adjust bar to optical and you should be in business. Works for me. Thanks",265
141,MM,Fake reviews,3,2018-05-19,1.0,Fake reviews. Subpart product.,30
142,jenpaulhome,Really a good one!,0,2018-05-19,5.0,Really a good sound bar for the money. We love it.,50
143,scrappy,"Small size , great for bedrooms or sunroom. Nice quality",0,2018-05-19,5.0,This is really a great buy.,27
144,Braiellen,Big Sound in a Small Package!,0,2018-05-17,5.0,"I was quite surprised at the sound quality in this wonderful little bar. Great surround sound quality for the price, doesn't take up much space and easy to set up! The speaker system in our Vizio can't compare and it has good bass, filling up our den with awesome sound effects. Highly recommend!",296
145,jeri,Very easy to hook up,0,2018-05-14,4.0,Very easy to hook up. Pleased with the quality of its sound. The remote is slow to respond. Have changed batteries with no change in response. Overall I’m pleased with the product.,180
146,JohnV,Could be good.  Never know because it doesn't come with any instructions!,1,2018-05-14,2.0,"This review is not about the product but the company.  Their installation/operating manual was so minimal that there was no way for me to figure out why the unit wasn't working, with my Sony TV.  As always, everything seems simple until it doesn't work and then you are left with this great looking brick!  They include a card giving you a phone number to call prior to giving them a negative review on Amazon.  Hah! After spending 45 minutes fishing wires through my entertainment cabinet, then to power up and be faced with a series of different colored lights that respond to different buttons on a poorly labeled remote without ever hearing any sound coming from the speaker the last thing I was going to do was waste any more time and call the number.  Easier for me to pack it up and ship it back to Amazon.  Lesson here is - print a freakin' manual!",856
147,S. Banzhaf,Even better than advertised,1,2018-05-14,5.0,"Bought this for my MORE than hard of hearing mother - beautiful unit and was set up and using it, literally in minutes. Sound was wonderful and the added benefit of the bar having some directional ability - helped her to hear. 2nd day now and she is still gushing over how much she loves this item. Could not be any more pleased!",329
148,Jimmy,I love it. At first I doubted it,0,2018-05-13,5.0,I love it. At  first I doubted it.... I thought it was too good to be true but it’s really loud and good.,105
149,dman,Phantom volume,2,2018-05-13,3.0,Easy to set up & sounds fine. Big problem w sound increasing/decreasing on its own or when I am using the up/down or page up/page down buttons on my cable tv remote. The sound volume issue is really annoying,207
150,Chris A Berrey,Three Stars,0,2018-05-11,3.0,Decided after few days of use the volume wouldn't work and wouldn't turn off unless unplugged,93
151,Amazon Customer,Don't expect much,3,2018-05-11,1.0,"Does not improve the sound.  I will not buy this, or any, soundbar again.  My friends have had the same issue.",110
152,Nate,Good value.,0,2018-05-10,4.0,"Nice sound, decent bass. Doesn't go as loud as I'd like but overall no complaints!",82
153,Buckshot,Nice little Soundbar for the money,0,2018-05-08,4.0,Sound is not exceptional but does improve the tv sound. User manual provides limited information and needs improvement. Soundbar needs HDMI connection. I had to use optic cable for connection. Unit provides the improvement I was looking for and l am satisfied.,260
154,Chris,Great!,0,2018-05-06,5.0,Absolutely love it. Works as described and extremely easy to start up. Takes triple A batteries. Remote works great.,116
155,Mae,MUST HEAR IN PERSON TO TRULY APPRECIATE!!,2,2018-05-06,5.0,"I was looking for a way to improve the sound quality coming from our bedroom TV but didn't want to break the bank when I came across this soundbar from Taotronics. I have purchased their products in the past and have never been disappointed so I decided to order this one.
We have a very nice soundbar with subwoofer and speakers in our living room.  While that type of setup is fine for the living room, I didn't want all the extra components in my bedroom.
Truthfully I was concerned about how the sound quality was going to be because of it only being inches. Just didn't think it would be possible to get high quality sound out of a soundbar this small, but I now know this is possible.
One of things I've noticed is how well Taotronics packages their products, it is very obvious that they are proud of their products, and the have every reason to be!
I definitely recommend this soundbar!",894
156,chase wagner,Four Stars,0,2018-05-06,4.0,Such a big difference from the TV speakers,42
157,Amazon Customer,Great sound bar from China,1,2018-05-05,5.0,"I hooked the sound bar to my Sony TV.  I have DVD player and Amazon stick connect to the TV via HDMI.  The sound is much better now.  I turned the volume really high and didn't notice any distortion.  Bluetooth works fine too.  It's also nice that it comes with RCA and optical audio cables.  Excellent value for $60+ sound bar.
TV setup tips:
If you don't hear any audio from the sound bar, set the TV audio to PCM and it will work.",433
158,Duffy,Cheap HDMI Cable,0,2018-05-04,3.0,No sound at first...Cheap HDMI cable static sounds and crackle popping sounds.  Optical cable worked.  Called tech support. Very helpful.,137
159,Amazon Customer,You get what you pay for,0,2018-05-03,3.0,I can't comment on long term reliability but this sound bar isn't going to win any award for acoustic performance. It's slightly better than my TV's speakers but much louder. I wasn't expecting much more but I also felt like other reviewers misrepresented the audio quality,273
160,R. Goldstein,Not wonderful to begin with and stopped working after 1 week.,8,2018-05-03,1.0,"This was difficult to set up due to lack of instructions. I used the optical cable and I finally got it working, but was unimpressed with the sound. It doesn't sound much different from my TV's internal speakers. I mounted it above the TV thinking that might help. After one week, it stopped working completely. And now I've got holes in the wall where I mounted it. I notice a lot of negative reviews after late April 2018 and a lot of positive reviews from early April and prior. So maybe the ""updated version"" is worse than the original? Or the other reviews are fake.",571
161,Amanda,Returned,6,2018-05-02,5.0,"Update: the seller contacted me after my return to offer me a replacement. I accepted  because I had nothing to lose. I have to give this 5 stars for customer service alone. The new speaker worked much better  however the companies willingness to correct the issue even after I returned their product shows they stand by their products.
Decided to return 5 minutes after set up. Couldn't even get tv audio to play through the speaker but the entire time the unit was on the speaker made an obnoxious, very noticeable, squealing sound.",534
162,Maggie,"I needed better instructions, but it works and sounds good.",13,2018-05-01,3.0,"I thought this sound bar was defective and DOA, but thank goodness I found my solution in these reviews.
I panicked thinking this would be an immediate return.  Returns are not ever “hassle free,” no matter how generous a return policy or warranty may be.  After much struggle and much digging for info in this forum, I discovered what I needed to do to finally make it work.  I don’t usually work with any electronic components, and I know very, very little about device installation.  I was disappointed to find no detailed instructions included for set up.  It may have one line for Bluetooth pairing, but nothing beyond that.  I have a fairly new Samsung smart tv that had been a little buggy with the Netflix app, so I wasn’t sure if it was the bar or my tv with the problem.  I knew to select the audio output/optical in my sound settings, but I had to sift through comments on this Amazon board to find out that I needed to access the Expert Sound Settings and select PCM for the Digital Output Audio Format to get the bar to work.  Now that the tv is communicating with the bar, the bar fills the room with sound.  It is a huge improvement to the tv’s factory speakers.
This was one of the lowest cost alternatives I could use to boost my tv’s sound, so I wasn’t expecting all (or any) the bells and whistles.  It does sound very full and clear now that it’s all connected.  Truly, that’s all I really wanted from this bar.  It is a little off-putting that the sound bar manufacturer could not include an extra 2 tiny lines of clear instructions for those of us who are a little less tech savvy.
Having to use the remote that came with it to adjust sound is a bit clumsy.  Who really wants to rely on yet another remote?  The full and clear sound and low price were the factors that made me decide to keep this item and not return it.",1842
163,Robert h.,Five Stars,0,2018-04-28,5.0,Good sound bar. Solid sound. Easy to connect.,45
164,MARIA DE LA CRUZ,Great affordable soundbar!!,0,2018-04-27,5.0,Pretty good sound for the price defenely it is way better than the speakers on the tv.,86
165,KSum,Very weak bass - See Update,1,2018-04-27,5.0,"The bass is very weak and there's almost no stereo separation. If I were doing this over I would spend a little more on something with surround sound.
UPDATE: The company read my review and they are serious about customer support. They sent me a newer model with better bass and somewhat better stereo sound. I would still recommend something with surround instead, but I can't complain about their willingness to do whatever it takes to make the customer happy.",462
166,Luke,Sounds great,0,2018-04-26,5.0,This is a great soundbar.  Way better than my tv speakers.  It is small enough to sit on my tv stand but delivers big sound.  Setup was super easy.  One power cord and one audio cable and it was working.,203
167,sussex7,One Star,2,2018-04-26,1.0,I hate this sound bar - no instructions and I can’t make it work.,65
168,JCG,Good affordable soundbar,0,2018-04-22,5.0,"I love this soundbar - it's sleek and small. My Visio TV was not loud enough and the sound wasn't reaching the couch - the soundbar changed that. I was able to just put the soundbar under the TV, but I liked that there was a mounting option and that they had a paper strip to help you identify where the fasteners in the wall need to be to mount it. Sound is good, but I'm not an audiophile - just someone who loves their Netflix!",430
169,Alyssa,Great quality for the price,0,2018-04-20,5.0,Sounds amazing,14
170,Mark G,Great sound quality,4,2018-04-19,5.0,"We have a Sharp LC-32LB150U. The speakers just don’t cut it. I was looking for a sound bar that didn’t cost a lot and wasn’t big, since the TV is on a dresser in our bedroom. I was afraid that I wouldn’t find a quality sound bar at a low price. This unit is perfect for the bedroom. I was surprised and impressed with the sound quality. It is so much better than the TV speakers.
It can be connected by a 3.5mm audio cable, an optical cable, RCA cable, and through Bluetooth. I use the optical cable to connect the TV and I connect my Amazon Alexa Show with Bluetooth to the sound bar to stream music. Optical and RCA cables were included in the box.
There are two mounting holes on the back of the unit and it comes with two wall anchors and screws. There are rubber feet if you don’t wall mount it. I was surprised at how light the sound bar is.
If you’re looking for something for a large media room, this will likely disappoint, since it isn’t big on bass for a larger room, but for a bedroom, this unit fits the bill perfectly.",1032
171,Traci Montgomery,Five Stars,0,2018-04-18,5.0,Wish it had number to tell what the volume waz,46
172,Chad Sloan,Its all good,0,2018-04-18,5.0,"Looks good, sounds good, comes with good cords, does connect to bluetooth stuff via bluetooth, which is good.. got mine hooked up to the tv in my pretty much regular sized living room.",184
173, AR,Great cheap soundbar - perfect for upgrading your smaller Echo,2,2018-04-18,5.0,"For my use its perfect.  I wanted a nice soundbar to pair with my Echo.  This fit the bill perfectly.
I used the Bluetooth briefly and it works OK.  Overall I leave it connected through Alexa.  It plays loud and clear.  Especially coming from the Echo's little speaker the quality boost feels incredible.  Overall I like the bar's design and the remote's responsiveness.
Pros:
Loud
Reliable, clean aux: no static
Supports Bluetooth and optical (included)
Great designed remote.
Two very minor cons in my opinion:
1) The power cable should be longer, and I personally don't like adapters built into the end.
2) When power is plugged in, you still need to turn it on from the remote.  I would much rather see it turn on automatically.
Overall this is an excellent soundbar at a good price.  Highly recommended.",808
174,Jimmy G,A great sound bar indeed,2,2018-04-17,5.0,"I have been wondering about buying a sound bar for some time. The question has been whether to buy a wired or wireless one. Then, it occurred to me why not getting a sound bar with both options. I decided to buy the Taotronics. It is a 25” Sound Bar. I used it in our bedroom and our living room. The set up was pretty easy. It does not require much-added equipment such as a receiver. It is sufficient by itself. The convenience of it is the ability to use it with the television, the iPad, the Tablet, and my phone.
Furthermore, I am a professional speaker. I often play music from my computer to get the crowd excited in hotel ballrooms, or university classroom. I cannot always rely on the speakers of the venue. I tried this speaker in a vast hall and, I liked the performance. It was not the best but okay for the 45 seconds I needed. The bass is good but not the type you would enjoy some good oldies music in a closed environment. Of course, in my living room, I have a subwoofer to support my other speakers. The wired set up is easy and offers some options such as optical connections.
The speaker comes with a 3.5 mm to RCA cable, optical cable, a power cord, and a remote control.",1192
175,john nelson,Amazing for the price,0,2018-04-17,5.0,"Definitely delivers! For $60 it sounded like it was $200, get it!",65
176,Shawn Wallace,Disappointing Bluetooth Audio,7,2018-04-16,1.0,"I was so excited to receive this product, especially with all of the positive reviews I read (most of which are probably paid reviews).  The sound bar looks very nice and is very easy to set up. My issue with this bar starts with the Bluetooth connection. I bought this so I could always have music playing from my phone via Bluetooth, however, the audio is HORRIBLE when connected through Bluetooth. I’ve tried 3 different devices and got the same outcome. The highs are extremely distorted and the bass is so weak. NOW, when connected through the aux cable, the sound is pretty good. The bass is not nearly loud enough and does throw off the overall balance, but the high and mids are decent. Instead of returning, I just use an old device and keep it connected through the aux cable. I would NOT recommend this product, especially with all of the fake “verified” reviews. This is why it deserves 1 star.",906
177,Chris Dowd,Does the job!,0,2018-04-15,4.0,Pretty good sound bar for the price.I bought this for a small tv I have downstairs and it is way better than the speakers on the tv.,132
178,JB,Great soundbar!,0,2018-04-13,5.0,This soundbar is loud with good sound quality. I was able to easily connect it to my TV using optical digital audio. I was also surprised to discover that I could connect my phone to it and use it directly as a bluetooth speaker!  The buttons are located on the side so they can be accessed even when the soundbar is mounted on the wall but it also comes with a remote.,369
179,Paul C. Nicholson,"Lots of features, alas, the sound will disappoint",9,2018-04-11,2.0,"I purchased a number of Tao Tronics products (mainly bluetooth devices), and have been satisfied.  So I bought the new ""improved"" TaoTronic sound bar expecting it to conform with the positive reviews (they must have recruited their close friends to write reviews).  The product is o.k. in most respects, but it has one fatal flaw. It is almost devoid of base.  The sound is only maginally better than the TV's lousy internal speakers.
It's a shame, because it has some nice features.  For example it has lots of input options including optical, bluetooth  and 3.5mm line in, but alas, the lack of base results in practically .no improvement in TV sound.",653
180,H.o,Excellent sound,0,2018-04-10,5.0,Awesome sound. Would buy it again.,34
181,Sharky,Superior Base Soundbar,8,2018-04-09,5.0,"After a few days of testing, here are my findings:
Pros:
- Great sound quality.
- Great exterior finish and fits well with my setup. Slim and reduced footprint works for me.
- Digital Audio cable is included.
Neutral:
- No auto-off. This is might be a pro for some and a con for others. Since the product has no auto-on feature, you will have to power it up every time you need it. Since you can leave the item on all the time, this can work for some. Be aware that this has a rating of  1.0A so that is a consideration. Also, in the end, leaving any gadget on for an indefinite period creates faster wear.
- Other input modes are not included, so be sure to read through the available features before purchasing. I used the Digital Audio connector, and have no need for others.
Con:
- Power cord is not as long as I had hoped, so I personally had to adjust my connectors to accommodate.",887
182,Jesse,"Sounds great, major improvement over my current speakers",0,2018-04-05,5.0,"Sounds great, major improvement over my current speakers. Nice clear sound whilst watching tv, gaming and through the Bluetooth on my Android phone.
Super easy to set up.
 Would highly recommend it",197
183,Varsha Saha,I love the sound quality of this sound bar for the ...,0,2018-04-04,5.0,"I got this soundbar for my bedroom. I love the sound quality of this sound bar for the price. I like the fact that this sound bar can be connected with bluetooth. I also like the fact that this soundbar looks so cute.
Although this doesn't come with a woofer. This sound bar is comparable to the expensive sound bar and woofer attached to my living room television set.",369
184,Glenn Mendonca,Compact - Beautiful - Pleasant,56,2018-04-04,5.0," This soundbar is a great example of quality product, tightly bundled and aesthetic looking all in one package. Everyone's perception of sound / music is very different. So device tastes for soundbars, headphones vary a lot. Over the years I have become quite picky with the audio equipment I own - and I am glad I decided to try this soundbar. It checks all the boxes for sound quality, design for me.
Packaging
The product comes neatly bundled in one small packing. The soundbar along with the power supply, audio cables and a remote. Would be nice to include the batteries for the remote as well, but that's a big deal. It also comes with wall mounting screws and a label for it. Very neat and thoughtful and not a lot of waste material in the packaging as well.
Device Look and Feel
It is a shiny little device which sits very nicely on my TV stand in the living room. Takes up very little space. There is a small LED inside the front grill which is a nice visual cue of when the remote is conversing with the soundbar. The logo placement is very neat and isn't loud atall.
Sound Quality
On full volume the device is very loud and can be heard throughout my house. Even at the loudest setting there is no distortion at all. I compared it against my Samsung soundbar and this one is a couple of notches better in terms of sound quality.
Overall
I would surely recommend this product to any anyone looking to invest in a soundbar and is on a budget. This doesn't fail to impress.",1481
185,L. Cisco,Excellent!!,0,2018-04-02,5.0,"Not going in-depth with this review but all I did was plug it in. Turn sound bar on & TV sound to mute. Sat back muted sound bar, unmuted TV!  Sold! There is such a difference in sound quality. Oh yeah looks good & it fits nicely under TV. Easy set up.",252
186,jimb0,"BOOMING sound, easy setup w/ Bluetooth for mobile devices!",6,2018-04-01,5.0,"Purchased this item for my apartment and so far it's working GREAT. Setup was extremely easy, I wouldn't recommend adding on the EXPERT SETUP, ask a friend or someone if you really need help. I connected this to the TV w/ the RCA to 3.5mm. The sound on this is booming and sounds so much better than with just tv speakers. Connecting to my phone via bluetooth was simple and no issues as well, use this every so often mainly when I'm cooking. Tested sound from lowest to highest and it's a huge range, which was not expected. Set phone volume to lowest and soundbar to lowest and turned soundbar volume to highest and it was extremely loud, didn't want to turn up phone volume as it was already too loud. It also came with screws/mount kit if you wanted to mount, but I just have it sitting on my TV stand for now. So far this is great and I definitely recommend, will be great for when guests are over.",903
187,Narayan Iyer,Value for money - sound bar,17,2018-04-01,5.0,"Nice mountable design with tactile controls on one side of bar, i also own a previous bluetooth soundbar(34 inch - TT-SK15) where in the controls are at the center so this is a nice improvement,audio quality is stellar, loud bass, sound and easy to operate with remote and sounds excellent with TV with optical cable for more crispier sound.
High-sensitivity IR remote control displays the different modes by means of differently colored LED lights, i also plugin using my 3.5mm audiojack(not included) when i use it in my office room and use it as a stereo speaker which plays very well. Bluetooth range is standard and covers a long distance across rooms into my kitchen and it remembers multiple devices which is a nice addition - perfect value for money for the 18 month TT guarantee
its a perfect addition for my studio room, i highly recommend it for the price point.",873
188,AI509,Quailty product for the price,1,2018-03-30,4.0,"I got this for my kids playroom. Its great and really does the trick, it doesn't stick out, I put it behind the tv.
I have it wired in bc my TV isnt Bluetooth, so its nice your TV doesn't have to be the newest model for this to work on.
Puts out the sound so much better than the normal tv speakers. It makes you wonder why I waited so long to get a soundbar!
All in all, its a good product. Is it the best? No, but its pretty close for what this cost. If your looking for one for maybe a den or secondary tv i say you will be satisfied with it. The user manual was pretty easy to read even though most people wont need it.",623
189,Dalek Caan,Very sleek looking,4,2018-03-27,5.0,"Has great sound. It can be turned down pretty low, and go pretty loud while still sounding good. Very easy to setup and use. Definitely sounds better than my TVs speakers, way easier to hear what people on TV are saying without having to turn it up really loud.
I love that it has all the buttons hidden on the side so I can still use it if I can't find the remote.
The speaker was packed very well in its box and arrived in perfect working condition.",451
190,12milluz,Stylish and functional!,51,2018-03-26,5.0,"I have a fairly inexpensive LCD TV that has decent audio, but nothing fantastic. I wanted to add a sound bar for a couple reasons. One, I assumed it would sound better, but also because I wanted to have a Bluetooth speaker for my phone when I'm cleaning and doing other stuff around my apartment. This satisfies both needs for me. Audio quality is very good; definitely a step above the internal speakers in my TV. The Bluetooth function works great too. Good range all around my apartment and it gets more than loud enough.
My only complaint about these sound bars are how they sit in front of your TV. This is no fault of this model itself, but I always think it looks a bit goofy in front of my TV because my TV's base extends a fair distance out. This leaves it looking less than seemless unless you have a mounting scheme in mind or your TV has a small base. Again, that's not really an issue with this sound bar, but it is something to think about when adding a sound bar to your setup.
All in all, I'd recommend this. These things can be super expensive, and this one is pretty good the price. It's nice to have multiple inputs, even though my main use is just using the optical in for the TV and Bluetooth for my phone. I also like that there are hard buttons on the side of the unit, even though I almost exclusively use the remote.",1341
191,Timber12,Loud soundbar!!,7,2018-03-26,5.0,"Bought this for my TCL P Series TV.  Great 4K HDR TV but only decent sound so a soundbar was a must!
So far I love it!  Sound is loud and crisp!! I'm using Optical cables as I don't like to switch between inputs and this does the trick really well.  Just disable the speakers and boom your good to go!
Lack of  HDMI might scare some but if you ask me it's better.  It has Bluetooth which connected to my phone easily and connectivity was solid from almost 10 meters away. Will be using this during parties to play sound throughout the room.
Overall great soundbar.. I don't know how the $200 ones sound compared to this.. but I can't imagine it being worth it unless you're in a sound studio or something.",705
192,Ghenia C Websterss,"Great Buy, Great Sound",0,2018-03-25,5.0,Love this sound bar.  No brainer to hook up to TV and the sound is excellent.  I'm even listening to music chaneks on TV,120
193,Janice C.,Bluetooth capable,0,2018-03-24,5.0,"I'm satisfied.  Speakerbar has bluetooth capability which is important to me so I can play music from my phone.  Got it to pair fairly quickly after pressing the bluetooth button and seeing it pop up on my phone's bluetooth list.
Comes with red/white audio to 1/8th"" jack cable, optical cable, remote (no batteries included), AC adaptor (I wish it were a bit longer), quick instruction manual, and two screws with wall anchors to mount it (you'd want to test if these anchors would hold up the weight).  I'm not an audio expert and don't have a TV to test its full range.",571
194,BASH Colorado,Solid SoundBar with excellent sound,20,2018-03-23,5.0,"I know it's a small thing but I'm always impressed by this company's packaging. Quality boxes, with individually wrapped items and protective foam. Yea...it's not a big deal but that first impression when opening a box demonstrates that they care about the details.
Ok...enough babbling about the box - what about the device?
It's amazing the sound quality that can be packed into these sound bars. I have a Bose AV system in the basement and it's a monster. This soundbar is right up there with it for my smaller TV upstairs...and it's all-in-one. As an added bonus, you can also directly stream to it as another set of speakers from any BT device.
Finally - along the same lines as the box - this may not seem like much but the build quality is excellent. Clean lines, solid remote and quality accessories. Would definitely consider other TaoTronics devices based on how they did with this soundbar.",901
195,avman,"Better than the built in TV speaker, overall good audio quality, looks nice",0,2018-03-23,5.0,"Sleek looking glossy piano black finish sound bar works well and looks great. Sound quality is decent but for about 80 dollars it's pretty good. I like the fact that I can connect via optical input, 3.5 Aux input, and Bluetooth. This is better than the TV speakers but there are others out there that sound better but at a much higher cost.",340
196,Weis,Gets the job done,0,2018-03-20,5.0,Great! Small size and sounds good. Works well,45
